name,Population,Cluster1,Cluster2,Cluster3
Ind76,Gambian,0.9949620800000002,0.00502792,1.0000000000000013e-05
Ind77,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind78,Gambian,0.9999799400000008,1.0000000000000013e-05,1.0060000000000012e-05
Ind79,Gambian,0.9905138399999992,0.0094761599999999,1.0000000000000013e-05
Ind80,Gambian,0.9999799600000004,1.0040000000000012e-05,1.0000000000000013e-05
Ind81,Gambian,0.9223973199999996,0.0775926799999999,1.0000000000000013e-05
Ind82,Gambian,0.9999796800000004,1.0320000000000011e-05,1.0000000000000013e-05
Ind83,Gambian,0.9999799600000004,1.0000000000000013e-05,1.0040000000000012e-05
Ind84,Gambian,0.9999796600000004,1.0000000000000013e-05,1.0340000000000013e-05
Ind85,Gambian,0.9999799000000004,1.0100000000000012e-05,1.0000000000000013e-05
Ind86,Gambian,0.99560666,0.0043833399999999,1.0000000000000013e-05
Ind87,Gambian,0.9999799600000004,1.0040000000000012e-05,1.0000000000000013e-05
Ind88,Gambian,0.9999799200000004,1.0080000000000012e-05,1.0000000000000013e-05
Ind89,Gambian,0.9963482399999996,0.00364176,1.0000000000000013e-05
Ind90,Gambian,0.9997277999999996,1.0000000000000013e-05,0.0002622
Ind91,Gambian,0.9999798400000006,1.0160000000000013e-05,1.0000000000000013e-05
Ind92,Gambian,0.9863009599999992,0.0136890399999999,1.0000000000000013e-05
Ind93,Gambian,0.9967770800000004,1.0000000000000013e-05,0.0032129199999999
Ind94,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind95,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind96,Gambian,0.9999798000000004,1.0000000000000013e-05,1.0200000000000014e-05
Ind97,Gambian,0.9978799200000004,1.0000000000000013e-05,0.00211008
Ind98,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind99,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind100,Gambian,0.9999798000000004,1.0000000000000013e-05,1.0200000000000014e-05
Ind101,Gambian,0.9999799800000004,1.0020000000000014e-05,1.0000000000000013e-05
Ind102,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind103,Gambian,0.9999799800000004,1.0000000000000013e-05,1.0020000000000014e-05
Ind104,Gambian,0.9999786800000005,1.132000000000001e-05,1.0000000000000013e-05
Ind105,Gambian,0.9950567600000004,0.0049332399999999,1.0000000000000013e-05
Ind106,Gambian,0.9999799000000004,1.0100000000000012e-05,1.0000000000000013e-05
Ind107,Gambian,0.9988291800000004,0.00116082,1.0000000000000013e-05
Ind108,Gambian,0.9999797200000003,1.0280000000000012e-05,1.0000000000000013e-05
Ind109,Gambian,0.9985659599999988,0.00142404,1.0000000000000013e-05
Ind110,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind111,Gambian,0.9999799000000004,1.0100000000000012e-05,1.0000000000000013e-05
Ind112,Gambian,0.9999799200000004,1.0000000000000013e-05,1.0080000000000012e-05
Ind113,Gambian,0.9999799000000004,1.0100000000000012e-05,1.0000000000000013e-05
Ind114,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind115,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind116,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind117,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind118,Gambian,0.9999798400000006,1.0160000000000013e-05,1.0000000000000013e-05
Ind119,Gambian,0.9999796200000006,1.0380000000000012e-05,1.0000000000000013e-05
Ind120,Gambian,0.9958635199999996,0.0041264799999999,1.0000000000000013e-05
Ind121,Gambian,0.9999799800000004,1.0020000000000014e-05,1.0000000000000013e-05
Ind122,Gambian,0.9999799200000004,1.0080000000000012e-05,1.0000000000000013e-05
Ind123,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind124,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind125,Gambian,0.9999799200000004,1.0000000000000013e-05,1.0080000000000012e-05
Ind126,Gambian,0.9903079799999992,1.0000000000000013e-05,0.00968202
Ind127,Gambian,0.9967489200000004,0.0032410799999999,1.0000000000000013e-05
Ind128,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind129,Gambian,0.99683098,0.0031590199999999,1.0000000000000013e-05
Ind130,Gambian,0.9999800000000006,1.0000000000000013e-05,1.0000000000000013e-05
Ind131,Gambian,0.9693135199999994,0.0306764799999999,1.0000000000000013e-05
Ind132,Cape Verdean,0.5097414799999996,0.39011292,0.10014568
Ind133,Cape Verdean,0.5280436000000002,0.3823182399999999,0.08963816
Ind134,Cape Verdean,0.6106699999999997,0.2505570999999999,0.13877262
Ind135,Cape Verdean,0.7573716399999993,0.16506886,0.0775596199999999
Ind136,Cape Verdean,0.76713798,0.1886780600000001,0.04418378
Ind137,Cape Verdean,0.7572525599999999,0.19641748,0.04632996
Ind138,Cape Verdean,0.20018648,0.5253402799999999,0.2744733
Ind139,Cape Verdean,0.4661047999999998,0.4489990799999999,0.08489616
Ind140,Cape Verdean,0.34999376,0.4773640399999999,0.1726422999999999
Ind141,Cape Verdean,0.7196500000000006,0.17944522,0.1009044599999999
Ind142,Cape Verdean,0.79989118,0.1911100999999999,0.00899856
Ind143,Cape Verdean,0.1009088199999999,0.5714929799999999,0.3275982
Ind144,Cape Verdean,0.30313228,0.6392598200000001,0.05760788
Ind145,Cape Verdean,0.2202001000000001,0.4921779599999999,0.28762184
Ind146,Cape Verdean,0.2008068399999999,0.6684818,0.13071132
Ind147,Cape Verdean,0.7436359999999996,0.17927432,0.07708948
Ind148,Cape Verdean,0.7739969200000005,0.17123056,0.05477262
Ind149,Cape Verdean,0.6464609199999996,0.24184642,0.11169276
Ind150,Cape Verdean,0.7257261400000007,0.27426386,1.0000000000000013e-05
Ind151,Cape Verdean,0.7788199200000001,0.22117008,1.0000000000000013e-05
Ind152,Cape Verdean,0.8056502199999999,0.1943397800000001,1.0000000000000013e-05
Ind153,Cape Verdean,0.8869671399999995,0.11302286,1.0000000000000013e-05
Ind154,Cape Verdean,0.6350496199999995,0.20348328,0.16146734
Ind155,Cape Verdean,0.7000068599999996,0.26026136,0.03973194
Ind156,Cape Verdean,0.6423036199999994,0.35768638,1.0000000000000013e-05
Ind157,Cape Verdean,0.7319978200000001,0.06047352,0.2075289599999999
Ind158,Cape Verdean,0.8299277800000003,0.122292,0.0477805199999999
Ind159,Cape Verdean,0.7650999399999998,0.20232418,0.0325759
Ind160,Cape Verdean,0.8143965399999998,0.18559346,1.0000000000000013e-05
Ind161,Cape Verdean,0.7976859399999994,0.11008628,0.09222784
Ind162,Cape Verdean,0.6804986800000001,0.2528505199999999,0.06665086
Ind163,Cape Verdean,0.8285538999999997,0.09898568,0.07246068
Ind164,Cape Verdean,0.8032488600000005,0.1322863799999999,0.0644651
Ind165,Cape Verdean,0.7815790000000005,0.0521111799999999,0.1663098
Ind166,Cape Verdean,0.7867945200000002,0.14412276,0.0690828
Ind167,Cape Verdean,0.7427512399999994,0.2212649,0.0359838
Ind168,Cape Verdean,0.7957857399999998,0.20420426,1.0000000000000013e-05
Ind169,Cape Verdean,0.8001630599999998,0.1546216399999999,0.04521514
Ind170,Cape Verdean,0.7803465600000001,0.21964344,1.0000000000000013e-05
Ind171,Cape Verdean,0.7931509200000006,0.1497560599999999,0.05709314
Ind172,Cape Verdean,0.5426496399999998,0.4573403599999998,1.0000000000000013e-05
Ind173,Cape Verdean,0.7312489599999991,0.19664888,0.0721022999999999
Ind174,Cape Verdean,0.82469796,0.1101516,0.06515048
Ind175,Cape Verdean,0.91666296,1.0000000000000013e-05,0.08332704
Ind176,Iberian,1.0000000000000013e-05,0.8675717399999998,0.13241826
Ind177,Iberian,0.00262508,0.8182824600000002,0.17909248
Ind178,Iberian,1.0000000000000013e-05,0.90465332,0.09533668
Ind179,Iberian,1.0000000000000013e-05,0.9999799000000004,1.0100000000000012e-05
Ind180,Iberian,1.0000000000000013e-05,0.8890771599999998,0.11091284
Ind181,Iberian,1.0000000000000013e-05,0.8634712000000003,0.1365188
Ind182,Iberian,1.0000000000000013e-05,0.90480048,0.0951895199999999
Ind183,Iberian,1.0000000000000013e-05,0.8665533799999998,0.1334366199999999
Ind184,Iberian,1.0000000000000013e-05,0.8247382399999998,0.17525176
Ind185,Iberian,1.0000000000000013e-05,0.7542505600000001,0.24573944
Ind186,Iberian,1.0000000000000013e-05,0.9999800000000006,1.0000000000000013e-05
Ind187,Iberian,1.0000000000000013e-05,0.943215,0.056775
Ind188,Iberian,1.0000000000000013e-05,0.8836474599999998,0.11634254
Ind189,Iberian,1.0000000000000013e-05,0.91961822,0.08037178
Ind190,Iberian,1.0000000000000013e-05,0.9999799000000004,1.0100000000000012e-05
Ind191,Iberian,1.0000000000000013e-05,0.9576786,0.0423114
Ind192,Iberian,1.0000000000000013e-05,0.8721758600000001,0.12781414
Ind193,Iberian,1.0000000000000013e-05,0.89178236,0.10820764
Ind194,Iberian,0.01825652,0.7962102799999998,0.18553314
Ind195,Iberian,1.0000000000000013e-05,0.8185705799999998,0.18141942
Ind196,Iberian,1.0000000000000013e-05,0.9199548199999998,0.08003518
Ind197,Iberian,1.0000000000000013e-05,0.9119673,0.0880227
Ind198,Iberian,1.0000000000000013e-05,0.7937490000000004,0.206241
Ind199,Iberian,1.0000000000000013e-05,0.7564960399999997,0.24349396
Ind200,Iberian,1.0000000000000013e-05,0.8745231799999998,0.1254668199999999
Ind201,Iberian,1.0000000000000013e-05,0.8707804600000002,0.1292095399999999
Ind202,Iberian,1.0000000000000013e-05,0.8415600199999999,0.15842998
Ind203,Iberian,1.0000000000000013e-05,0.7707454800000002,0.22924452
Ind204,Iberian,1.0000000000000013e-05,0.88609158,0.1138984199999999
Ind205,Iberian,1.0000000000000013e-05,0.8168366199999998,0.18315338
Ind206,Iberian,1.0000000000000013e-05,0.9111042999999996,0.0888857
Ind207,Iberian,0.00121518,0.8842968199999997,0.1144880599999999
Ind208,Iberian,1.0000000000000013e-05,0.8900799200000001,0.10991008
Ind209,Iberian,1.0000000000000013e-05,0.8118331999999998,0.1881568
Ind210,Iberian,1.0000000000000013e-05,0.9398919400000002,0.0600980599999999
Ind211,Iberian,1.0000000000000013e-05,0.8080001000000001,0.1919899
Ind212,Iberian,1.0000000000000013e-05,0.9753767799999996,0.02461322
Ind213,Iberian,1.0000000000000013e-05,0.9835000199999998,0.01648998
Ind214,Iberian,1.0000000000000013e-05,0.94019724,0.05979276
Ind215,Iberian,1.0000000000000013e-05,0.8959567599999997,0.1040332399999999
Ind216,Iberian,1.0000000000000013e-05,0.7682982400000001,0.23169176
Ind217,Iberian,1.0000000000000013e-05,0.8059245,0.1940654999999999
Ind218,Iberian,0.03986332,0.9601266799999996,1.0000000000000013e-05
Ind219,Iberian,0.0298811,0.9701089,1.0000000000000013e-05
Ind220,Iberian,1.0000000000000013e-05,0.7012307,0.2987592999999999
Ind221,Iberian,1.0000000000000013e-05,0.9174851399999998,0.0825048599999999
Ind222,Iberian,0.0113546199999999,0.7709455799999998,0.21769978
Ind223,Iberian,0.0297641799999999,0.93577764,0.03445812
Ind224,Iberian,1.0000000000000013e-05,0.77057638,0.22941362
Ind225,Iberian,1.0000000000000013e-05,0.7399940399999998,0.25999596
Ind226,Iberian,1.0000000000000013e-05,0.8681400200000001,0.13184998
Ind227,Iberian,1.0000000000000013e-05,0.8600920000000003,0.139898
Ind228,Iberian,1.0000000000000013e-05,0.9540354399999998,0.04595456
Ind229,Iberian,1.0000000000000013e-05,0.9214592800000002,0.07853072
Ind230,Iberian,1.0000000000000013e-05,0.9038021,0.0961879
Ind231,Iberian,1.0000000000000013e-05,0.87228746,0.12770254
Ind232,Iberian,1.0000000000000013e-05,0.92010738,0.0798826199999999
Ind233,Iberian,1.0000000000000013e-05,0.8340966999999998,0.1658933
Ind234,Iberian,0.0018406599999999,0.8672078200000003,0.1309515
Ind235,Iberian,1.0000000000000013e-05,0.7557643400000001,0.24422566
Ind236,Iberian,0.02106232,0.94783084,0.03110682
Ind237,Iberian,0.0237468,0.9762431999999996,1.0000000000000013e-05
Ind238,Iberian,0.00364686,0.92473488,0.0716183
Ind239,Iberian,1.0000000000000013e-05,0.9999799200000004,1.0080000000000012e-05
Ind240,Iberian,1.0000000000000013e-05,0.9999800000000006,1.0000000000000013e-05
Ind241,Iberian,1.0000000000000013e-05,0.9999800000000006,1.0000000000000013e-05
Ind242,Iberian,1.0000000000000013e-05,0.7655455599999998,0.23444444
Ind243,Iberian,0.0036816399999999,0.8807791199999998,0.1155393
Ind244,Iberian,1.0000000000000013e-05,0.85737582,0.14261418
Ind245,Iberian,1.0000000000000013e-05,0.8285607999999997,0.1714292
Ind246,Iberian,0.00241512,0.8296349599999998,0.1679499599999999
Ind247,Iberian,1.0000000000000013e-05,0.9727842,0.0272058
Ind248,Iberian,1.0000000000000013e-05,0.92196774,0.0780222599999999
Ind249,Iberian,1.0000000000000013e-05,0.8758142600000005,0.1241757399999999
Ind250,Iberian,1.0000000000000013e-05,0.97920314,0.02078686
Ind251,Iberian,1.0000000000000013e-05,0.9253463400000002,0.0746436599999999
Ind252,Iberian,1.0000000000000013e-05,0.9263842999999998,0.0736057
Ind253,Iberian,1.0000000000000013e-05,0.88047504,0.11951496
Ind254,Iberian,1.0000000000000013e-05,0.8578801399999998,0.1421098599999999
Ind255,Iberian,1.0000000000000013e-05,0.9559164,0.0440736
Ind256,Iberian,1.0000000000000013e-05,0.9999800000000006,1.0000000000000013e-05
Ind257,Iberian,1.0000000000000013e-05,0.9721811600000002,0.02780884
Ind258,Iberian,1.0000000000000013e-05,0.86299578,0.13699422
Ind259,Iberian,1.0000000000000013e-05,0.7863948799999998,0.2135951199999999
Ind260,Iberian,1.0000000000000013e-05,0.8451416800000001,0.1548483199999999
Ind261,Iberian,1.0000000000000013e-05,0.8490630199999997,0.15092698
Ind262,Iberian,1.0000000000000013e-05,0.8632453400000003,0.13674466
Ind263,Iberian,1.0000000000000013e-05,0.8250788600000003,0.1749111399999999
Ind264,Iberian,1.0000000000000013e-05,0.83758958,0.16240042
Ind265,Iberian,1.0000000000000013e-05,0.9382547799999996,0.06173522
Ind266,Iberian,1.0000000000000013e-05,0.8242259200000002,0.17576408
Ind267,Iberian,1.0000000000000013e-05,0.8180129400000001,0.1819770599999999
Ind268,Iberian,1.0000000000000013e-05,0.6962116000000002,0.3037784
Ind269,Iberian,1.0000000000000013e-05,0.68446904,0.3155209599999999
Ind270,Iberian,1.0000000000000013e-05,0.7010174000000001,0.2989726
Ind271,Iberian,1.0000000000000013e-05,0.7472475600000001,0.25274244
Ind272,Iberian,1.0000000000000013e-05,0.8652905799999998,0.13469942
Ind273,Iberian,1.0000000000000013e-05,0.8010016799999998,0.19898832
Ind274,Iberian,1.0000000000000013e-05,0.6726831599999997,0.32730684
Ind275,Iberian,1.0000000000000013e-05,0.6954675599999999,0.3045224399999999
Ind276,Iberian,1.0000000000000013e-05,0.68074428,0.31924572
Ind277,Iberian,1.0000000000000013e-05,0.9999800000000006,1.0000000000000013e-05
Ind278,Iberian,1.0000000000000013e-05,0.9999799000000004,1.0100000000000012e-05
Ind279,Iberian,1.0000000000000013e-05,0.8450662399999999,0.1549237599999999
Ind280,Iberian,1.0000000000000013e-05,0.7992513799999997,0.20073862
Ind281,Iberian,1.0000000000000013e-05,0.9999795800000004,1.0420000000000012e-05
Ind282,Iberian,0.00768024,0.87466826,0.11765158
Ind283,French,1.0000000000000013e-05,0.2807846600000001,0.7192053400000004
Ind284,French,1.0000000000000013e-05,0.5311700000000001,0.46882
Ind285,French,1.0000000000000013e-05,0.5297691600000002,0.47022084
Ind286,French,1.0000000000000013e-05,0.2956028999999999,0.7043871000000002
Ind287,French,1.0000000000000013e-05,0.33147162,0.66851838
Ind288,French,1.0000000000000013e-05,0.5704791200000001,0.4295108799999999
Ind289,French,1.0000000000000013e-05,0.4991546199999998,0.5008353800000002
Ind290,French,1.0000000000000013e-05,0.36312162,0.6368683799999999
Ind291,French,1.0000000000000013e-05,0.2300079,0.7699821
Ind292,French,1.0000000000000013e-05,0.69728026,0.30270974
Ind293,French,1.0000000000000013e-05,0.57763614,0.4223538599999999
Ind294,French,1.0000000000000013e-05,0.3567968199999999,0.6431931800000003
Ind295,French,1.0000000000000013e-05,0.3447137400000001,0.65527626
Ind296,French,1.0000000000000013e-05,0.6810728399999997,0.31891716
Ind297,French,1.0000000000000013e-05,0.43158784,0.5684021600000001
Ind298,French,1.0000000000000013e-05,0.4500861200000001,0.54990388
Ind299,French,1.0000000000000013e-05,0.3619764800000001,0.63801352
Ind300,French,1.0000000000000013e-05,0.35883542,0.6411545799999999
Ind301,French,1.0000000000000013e-05,0.3514887799999999,0.6485012200000001
Ind302,French,1.0000000000000013e-05,0.5223466600000002,0.4776433399999999
Ind303,French,1.0000000000000013e-05,0.68535048,0.31463952
Ind304,French,1.0000000000000013e-05,0.3047517999999998,0.6952381999999999
Ind305,French,1.0000000000000013e-05,0.28658122,0.7134087800000001
Ind306,French,1.0000000000000013e-05,0.28873922,0.7112507800000002
Ind307,French,1.0000000000000013e-05,0.6070392200000001,0.39295078
Ind308,French,1.0000000000000013e-05,0.4147201,0.5852699
Ind309,French,1.0000000000000013e-05,0.51588468,0.48410532
Ind310,French,1.0000000000000013e-05,0.4787209199999999,0.5212690799999998
Ind311,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind312,British,1.0000000000000013e-05,0.02998178,0.97000822
Ind313,British,1.0000000000000013e-05,1.0040000000000012e-05,0.9999799600000004
Ind314,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind315,British,1.0040000000000012e-05,1.0000000000000013e-05,0.9999799600000004
Ind316,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind317,British,1.0000000000000013e-05,0.0256889799999999,0.9743010199999996
Ind318,British,1.0000000000000013e-05,0.0549124399999999,0.9450775600000002
Ind319,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind320,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind321,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind322,British,1.0000000000000013e-05,1.0140000000000011e-05,0.9999798600000004
Ind323,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind324,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind325,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind326,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind327,British,1.0000000000000013e-05,0.05799494,0.94199506
Ind328,British,1.0000000000000013e-05,0.0497044599999999,0.95028554
Ind329,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind330,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind331,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind332,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind333,British,1.0000000000000013e-05,0.1057231,0.8942668999999996
Ind334,British,1.0000000000000013e-05,1.0100000000000012e-05,0.9999799000000004
Ind335,British,1.0000000000000013e-05,1.0000000000000013e-05,0.9999800000000006
Ind336,British,1.0000000000000013e-05,0.19473172,0.8052582799999997
Ind337,British,1.0000000000000013e-05,0.27838766,0.72160234
Ind338,British,1.0000000000000013e-05,0.1472582599999999,0.8527317399999998
Ind339,British,1.0000000000000013e-05,0.05331462,0.94667538
Ind340,British,1.0000000000000013e-05,0.2303113999999999,0.7696786000000002
Ind341,British,1.0000000000000013e-05,0.267136,0.7328539999999997
Ind342,British,1.0000000000000013e-05,0.14101842,0.8589715799999998
Ind343,British,1.0000000000000013e-05,0.2543817199999999,0.7456082799999998
Ind344,British,1.0000000000000013e-05,0.0459947199999999,0.9539952799999996
Ind345,British,1.0000000000000013e-05,0.1799738999999999,0.8200161000000001
Ind346,British,1.0000000000000013e-05,0.18343624,0.8165537599999998
Ind347,British,1.0000000000000013e-05,0.1628118999999999,0.8371781
Ind348,British,1.0000000000000013e-05,0.0779823999999999,0.9220076
Ind349,British,1.0000000000000013e-05,0.16787584,0.83211416
Ind350,British,1.0000000000000013e-05,0.2017068,0.7982831999999996
Ind351,British,1.0000000000000013e-05,0.21916316,0.7808268400000001
Ind352,British,1.0000000000000013e-05,0.1647112,0.8352788000000002
Ind353,British,1.0000000000000013e-05,0.19681532,0.8031746799999997
Ind354,British,1.0000000000000013e-05,0.13827054,0.86171946
Ind355,British,1.0000000000000013e-05,0.25605502,0.7439349800000001
Ind356,British,1.0000000000000013e-05,0.1719241,0.8280658999999998
Ind357,British,1.0000000000000013e-05,0.15550994,0.8444800600000003
Ind358,British,1.0000000000000013e-05,0.1937251999999999,0.8062648
Ind359,British,1.0000000000000013e-05,0.0539299,0.9460601
Ind360,British,1.0000000000000013e-05,0.1794504799999999,0.8205395199999999
Ind361,British,1.0000000000000013e-05,0.19988444,0.80010556
Ind362,British,1.0000000000000013e-05,0.22072154,0.7792684599999995
Ind363,British,1.0000000000000013e-05,0.13549398,0.8644960199999998
