name,Population,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5
Ind182,Iberian,1e-05,0.7647992857142859,0.1573088571428571,1e-05,0.0778719999999999
Ind183,Iberian,1e-05,0.7085250714285715,0.2365441428571428,1e-05,0.0549108571428571
Ind184,Iberian,1e-05,0.7170650714285716,0.0994047857142857,1e-05,0.1835101428571428
Ind185,Iberian,1e-05,0.6143586428571428,0.3064865,1e-05,0.0791347857142857
Ind186,Iberian,1e-05,0.9339292142857144,0.0632810714285714,1e-05,0.0027697142857142
Ind187,Iberian,1e-05,0.8167219285714284,0.0163627857142857,1e-05,0.1668952142857142
Ind188,Iberian,1e-05,0.7529215714285714,0.147888,1e-05,0.0991704285714285
Ind189,Iberian,1e-05,0.7559577857142857,0.2266408571428571,1e-05,0.0173813571428571
Ind190,Iberian,1.0142857142857144e-05,0.8534762142857142,0.0956102142857142,1e-05,0.0508934285714285
Ind191,Iberian,1.0071428571428572e-05,0.8222631428571427,0.0128219285714285,1e-05,0.1648949285714285
Ind192,Iberian,1e-05,0.7579117142857142,0.0851587142857142,1e-05,0.1569096428571428
Ind193,Iberian,1e-05,0.7420766428571429,0.1809807142857142,1e-05,0.0769225
Ind194,Iberian,1e-05,0.6455185,0.2522416428571428,0.0230051428571428,0.0792245
Ind195,Iberian,1e-05,0.6955806428571428,0.1678627857142857,1e-05,0.1365364999999999
Ind196,Iberian,1e-05,0.7936093571428573,0.0314739285714285,1e-05,0.1748967857142857
Ind197,Iberian,1e-05,0.758932857142857,0.2160589285714285,1e-05,0.0249882857142857
Ind198,Iberian,1e-05,0.6708379999999999,0.1525582857142857,1e-05,0.1765836428571428
Ind199,Iberian,1e-05,0.6220748571428569,0.3222949285714285,1e-05,0.0556102142857142
Ind200,Iberian,1e-05,0.7668692142857144,0.0433607857142857,1e-05,0.1897499285714285
Ind201,Iberian,1e-05,0.7408099285714285,0.1663977142857143,1e-05,0.0927722857142857
Ind202,Iberian,1e-05,0.7190942857142858,0.1527735,1e-05,0.1281121428571428
Ind203,Iberian,1e-05,0.6531326428571428,0.1843065714285714,1e-05,0.1625408571428571
Ind204,Iberian,1e-05,0.7699212142857143,0.0751028571428571,1e-05,0.154956
Ind205,Iberian,1e-05,0.660774,0.3080290714285713,1e-05,0.0311769285714285
Ind206,Iberian,1e-05,0.788158,0.0345172142857142,1e-05,0.1773048571428571
Ind207,Iberian,0.0057960714285714,0.7022895714285714,0.2489861428571428,1e-05,0.0429181428571428
Ind208,Iberian,1e-05,0.7112842142857143,0.2716925714285714,1e-05,0.0170032142857142
Ind209,Iberian,1e-05,0.6951847142857143,0.0968947857142857,1e-05,0.2079004285714285
Ind210,Iberian,1e-05,0.8061849285714284,0.060035,1e-05,0.1337602142857143
Ind211,Iberian,1e-05,0.6816712857142857,0.2317878571428571,1e-05,0.0865207857142857
Ind212,Iberian,1e-05,0.8075702142857144,0.1380332857142857,1e-05,0.0543763571428571
Ind213,Iberian,1e-05,0.806316,0.1714608571428571,1e-05,0.0222030714285714
Ind214,Iberian,1e-05,0.8081422857142855,0.0998526428571428,1e-05,0.0919850714285714
Ind215,Iberian,1e-05,0.7915902857142859,0.0295388571428571,1e-05,0.1788508571428571
Ind216,Iberian,1e-05,0.6271774285714284,0.2901955,1e-05,0.0826071428571428
Ind217,Iberian,1e-05,0.6413507142857143,0.3095052857142857,1.035714285714286e-05,0.0491236428571428
Ind218,Iberian,0.0385993571428571,0.8360645714285714,0.0062217142857142,1e-05,0.1191044285714285
Ind219,Iberian,0.0236415,0.8343707857142855,0.0065649999999999,0.0037666428571428,0.1316560714285714
Ind220,Iberian,1.05e-05,0.612015857142857,0.1526695714285714,1e-05,0.2352939285714285
Ind221,Iberian,1e-05,0.7765302857142856,0.0724139999999999,1e-05,0.1510356428571428
Ind222,Iberian,0.0113739285714285,0.6536436428571427,0.2020233571428572,1e-05,0.1329492857142857
Ind223,Iberian,0.0169449285714285,0.7927035714285715,0.1358339285714285,0.0116088571428571,0.0429088571428571
Ind224,Iberian,1e-05,0.6294273571428572,0.3151205,1e-05,0.0554321428571428
Ind225,Iberian,1e-05,0.6112287857142855,0.2599422142857143,1e-05,0.1288090714285714
Ind226,Iberian,1e-05,0.7339089285714285,0.1340877857142857,1e-05,0.1319831428571428
Ind227,Iberian,1e-05,0.7514641428571427,0.0229990714285714,1e-05,0.2255167857142856
Ind228,Iberian,1e-05,0.784308,0.1953094285714285,1e-05,0.0203625
Ind229,Iberian,1e-05,0.7696915714285714,0.205144,1e-05,0.0251445714285714
Ind230,Iberian,1e-05,0.7199610714285712,0.2761958571428571,1e-05,0.0038230714285714
Ind231,Iberian,1e-05,0.7088409285714284,0.2538307142857143,1e-05,0.0373083571428571
Ind232,Iberian,1e-05,0.7772529999999999,0.1257617857142857,1e-05,0.0969651428571428
Ind233,Iberian,1e-05,0.6935665000000002,0.2268367142857143,1e-05,0.0795768571428571
Ind234,Iberian,0.0034088571428571,0.6910821428571428,0.3005626428571428,0.0008237857142857,0.0041225714285714
Ind235,Iberian,1e-05,0.6494447857142858,0.1515282142857143,1e-05,0.1990069285714285
Ind236,Iberian,0.0228849285714285,0.7872328571428573,0.1377726428571428,1e-05,0.0520997142857142
Ind237,Iberian,0.0236419285714285,0.8206357857142857,0.1319746428571428,1e-05,0.0237378571428571
Ind238,Iberian,1e-05,0.7694332142857144,0.1405074285714285,0.0086885,0.0813607857142857
Ind239,Iberian,1e-05,0.8592281428571428,0.0759422142857143,0.0012516428571428,0.0635681428571428
Ind240,Iberian,1e-05,0.8813630714285715,0.0147210714285714,1e-05,0.1038958571428571
Ind241,Iberian,1e-05,0.9505452142857144,0.0407047142857142,1e-05,0.0087300714285714
Ind242,Iberian,1e-05,0.6448579285714284,0.2116831428571428,1.0428571428571428e-05,0.1434384285714285
Ind243,Iberian,1e-05,0.7161953571428571,0.2585261428571428,0.0051765,0.0200920714285714
Ind244,Iberian,1e-05,0.7405020714285715,0.0879143571428571,1e-05,0.1715635714285714
Ind245,Iberian,1e-05,0.7215677857142858,0.0669335714285714,1e-05,0.2114785714285714
Ind246,Iberian,0.0007915714285714,0.7230552857142855,0.07379,1e-05,0.2023531428571428
Ind247,Iberian,1e-05,0.8320242142857143,0.0906284285714285,1e-05,0.0773272857142857
Ind248,Iberian,1e-05,0.7673897142857142,0.1607905,1e-05,0.0717998571428571
Ind249,Iberian,1e-05,0.7518579999999998,0.1486787142857142,1e-05,0.0994432142857142
Ind250,Iberian,1e-05,0.8080967857142858,0.1479488571428571,1e-05,0.0439344285714285
Ind251,Iberian,0.0020302857142857,0.7685389999999999,0.1306864999999999,1e-05,0.0987342857142856
Ind252,Iberian,1.0071428571428572e-05,0.7499800000000002,0.2322725,1e-05,0.0177274285714285
Ind253,Iberian,1e-05,0.7632370714285713,0.027615,1e-05,0.209128
Ind254,Iberian,1e-05,0.7132662142857142,0.2101688571428571,1e-05,0.0765448571428571
Ind255,Iberian,1e-05,0.8294414285714284,0.0253505714285714,1e-05,0.145188
Ind256,Iberian,1e-05,0.8593301428571429,0.0655929285714285,1e-05,0.0750569285714285
Ind257,Iberian,1e-05,0.7913349285714285,0.1739818571428571,1e-05,0.0346631428571428
Ind258,Iberian,1e-05,0.740701857142857,0.0876836428571428,1e-05,0.1715944285714285
Ind259,Iberian,1e-05,0.6499381428571428,0.2721015,1e-05,0.0779402857142857
Ind260,Iberian,1.05e-05,0.7323279999999999,0.111563,1e-05,0.1560885
Ind261,Iberian,1e-05,0.7501609285714285,0.0550534999999999,1e-05,0.1947655
Ind262,Iberian,1e-05,0.7461467142857144,0.1091741428571428,1e-05,0.1446592142857142
Ind263,Iberian,1.0285714285714286e-05,0.6899239285714286,0.1548205,1e-05,0.1552352857142857
Ind264,Iberian,1e-05,0.6827487857142858,0.2922018571428571,1e-05,0.0250294285714285
Ind265,Iberian,1e-05,0.8100271428571427,0.0591710714285714,1e-05,0.1307819285714285
Ind266,Iberian,1e-05,0.7284817857142859,0.0727614999999999,1e-05,0.1987366428571428
Ind267,Iberian,1e-05,0.6722252857142857,0.2722946428571428,1e-05,0.0554601428571428
Ind268,Iberian,1e-05,0.5595237857142856,0.3716362857142857,1e-05,0.0688202142857142
Ind269,Iberian,1.0285714285714286e-05,0.5595379285714286,0.3153955714285714,1e-05,0.1250462142857142
Ind270,Iberian,1e-05,0.5847994999999999,0.2913008571428572,1e-05,0.1238796428571428
Ind271,Iberian,1.0357142857142856e-05,0.6226747857142857,0.2248646428571428,1e-05,0.1524401428571428
Ind272,Iberian,1e-05,0.7117044285714286,0.2631005,1e-05,0.0251749285714285
Ind273,Iberian,1.0285714285714286e-05,0.6728407857142856,0.2263773571428571,1e-05,0.1007614285714285
Ind274,Iberian,1e-05,0.5616292857142856,0.2573771428571428,1e-05,0.1809735714285714
Ind275,Iberian,1e-05,0.5701665714285714,0.2681454285714285,1e-05,0.1616679285714286
Ind276,Iberian,1e-05,0.5865527142857143,0.1867681428571428,1e-05,0.226659
Ind277,Iberian,1e-05,0.9023615714285712,0.0439920714285714,1e-05,0.0536263571428571
Ind278,Iberian,1e-05,0.8614015714285715,0.0124035714285714,1e-05,0.1261748571428571
Ind279,Iberian,1.0142857142857144e-05,0.7537942857142858,0.0291360714285714,1e-05,0.2170495714285713
Ind280,Iberian,1.0285714285714286e-05,0.6773489285714286,0.1843871428571429,1e-05,0.1382433571428571
Ind281,Iberian,1e-05,0.8422727142857143,0.0113694285714285,1e-05,0.1463378571428571
Ind282,Iberian,0.0005371428571428,0.7429126428571428,0.1572077142857142,0.0070232142857142,0.0923192142857142
Ind283,French,1e-05,0.1737622142857142,0.6544855714285713,1e-05,0.1717323571428571
Ind284,French,1e-05,0.4019023571428571,0.4540912857142856,1e-05,0.1439865714285714
Ind285,French,1e-05,0.4189920000000001,0.3737609285714285,1e-05,0.2072269285714285
Ind286,French,1e-05,0.1753639285714285,0.6271424285714288,1e-05,0.1974737142857143
Ind287,French,1e-05,0.2667956428571428,0.3800993571428571,1e-05,0.3530850714285714
Ind288,French,1e-05,0.4252495,0.4819812857142856,1e-05,0.0927491428571428
Ind289,French,1.057142857142857e-05,0.3706288571428571,0.4904696428571429,1e-05,0.1388808571428571
Ind290,French,1.05e-05,0.2918134285714285,0.3493707142857142,1e-05,0.3587952857142857
Ind291,French,1e-05,0.0851294285714285,0.7936111428571427,1e-05,0.1212393571428571
