name,Population,Cluster1,Cluster2,Cluster3,Cluster4
Ind72,Gambian,0.7161085897435897,0.0059018717948717,1.0000000000000008e-05,0.277979512820513
Ind73,Gambian,0.8049583846153846,1.0307692307692315e-05,1.0000000000000008e-05,0.1950212564102564
Ind74,Gambian,0.7472675384615386,1.0000000000000008e-05,1.0333333333333343e-05,0.2527121282051282
Ind75,Gambian,0.673616717948718,1.0000000000000008e-05,1.0000000000000008e-05,0.3263632564102564
Ind76,Gambian,0.7096950256410257,0.0040237435897435,1.0000000000000008e-05,0.2862711025641025
Ind77,Gambian,0.7702246666666664,1.0000000000000008e-05,1.0000000000000008e-05,0.2297553333333333
Ind78,Gambian,0.6524506666666668,1.0000000000000008e-05,1.0256410256410266e-05,0.3475290769230769
Ind79,Gambian,0.7103858205128203,0.008051641025641,1.0000000000000008e-05,0.281552435897436
Ind80,Gambian,0.7617597435897435,1.0205128205128217e-05,1.0000000000000008e-05,0.2382200769230768
Ind81,Gambian,0.5929712307692311,0.0771980769230769,1.0000000000000008e-05,0.3298207948717947
Ind82,Gambian,0.7951790769230768,1.012820512820514e-05,1.0000000000000008e-05,0.2048007948717948
Ind83,Gambian,0.9912642051282052,1.0000000000000008e-05,1.0000000000000008e-05,0.0087157948717948
Ind84,Gambian,0.6256455384615384,1.0000000000000008e-05,1.005128205128206e-05,0.3743344102564103
Ind85,Gambian,0.8097713076923079,1.0102564102564111e-05,1.0000000000000008e-05,0.1902085641025641
Ind86,Gambian,0.725579051282051,0.003371923076923,1.0000000000000008e-05,0.2710390512820512
Ind87,Gambian,0.8484104102564103,1.0000000000000008e-05,1.0000000000000008e-05,0.1515695897435897
Ind88,Gambian,0.844066923076923,1.0102564102564111e-05,1.0000000000000008e-05,0.1559129743589743
Ind89,Gambian,0.7211702564102563,0.002563641025641,1.0000000000000008e-05,0.276256
Ind90,Gambian,0.6284184871794871,1.0000000000000008e-05,1.0000000000000008e-05,0.3715615128205128
Ind91,Gambian,0.7863222820512817,1.0282051282051292e-05,1.0000000000000008e-05,0.2136574358974358
Ind92,Gambian,0.7775615384615382,0.0126512564102564,1.0000000000000008e-05,0.2097771538461538
Ind93,Gambian,0.5931752051282049,1.0000000000000008e-05,0.0015008974358974,0.4053139487179488
Ind94,Gambian,0.999969923076923,1.005128205128206e-05,1.0000000000000008e-05,1.0025641025641036e-05
Ind95,Gambian,0.6234050256410257,1.0000000000000008e-05,1.0000000000000008e-05,0.3765749743589743
Ind96,Gambian,0.9999699743589744,1.0000000000000008e-05,1.0025641025641036e-05,1.0000000000000008e-05
Ind97,Gambian,0.8390846923076923,1.0000000000000008e-05,0.0005116923076923,0.160393641025641
Ind98,Gambian,0.8562086923076925,1.0000000000000008e-05,1.0000000000000008e-05,0.1437713076923076
Ind99,Gambian,0.6610715128205129,1.0000000000000008e-05,1.0076923076923083e-05,0.33890841025641
Ind100,Gambian,0.99997,1.0000000000000008e-05,1.0000000000000008e-05,1.0000000000000008e-05
Ind101,Gambian,0.723744846153846,1.005128205128206e-05,1.0000000000000008e-05,0.2762351025641026
Ind102,Gambian,0.6886192307692309,1.0000000000000008e-05,1.0000000000000008e-05,0.3113607692307693
Ind103,Gambian,0.853196641025641,1.0000000000000008e-05,1.0000000000000008e-05,0.146783358974359
Ind104,Gambian,0.7330890256410256,1.0000000000000008e-05,1.0000000000000008e-05,0.2668909743589744
Ind105,Gambian,0.809489564102564,0.0022327692307692,1.0000000000000008e-05,0.1882676923076923
Ind106,Gambian,0.8974955128205127,1.0000000000000008e-05,1.0000000000000008e-05,0.1024844871794871
Ind107,Gambian,0.8223932564102565,1.005128205128206e-05,1.0000000000000008e-05,0.1775866923076923
Ind108,Gambian,0.6938331794871794,1.023076923076924e-05,1.0000000000000008e-05,0.3061465897435897
Ind109,Gambian,0.7091442051282052,0.0007435384615384,1.0000000000000008e-05,0.2901022307692307
Ind110,Gambian,0.99997,1.0000000000000008e-05,1.0000000000000008e-05,1.0000000000000008e-05
Ind111,Gambian,0.99997,1.0000000000000008e-05,1.0000000000000008e-05,1.0000000000000008e-05
Ind112,Gambian,0.8132940256410256,1.0000000000000008e-05,1.0333333333333343e-05,0.186685641025641
Ind113,Gambian,0.685586,1.0358974358974368e-05,1.0000000000000008e-05,0.3143936666666667
Ind114,Gambian,0.7618287692307691,1.0000000000000008e-05,1.0000000000000008e-05,0.2381512307692308
Ind115,Gambian,0.745079076923077,1.0000000000000008e-05,1.0000000000000008e-05,0.2549009230769231
Ind116,Gambian,0.9124602307692312,1.0205128205128217e-05,1.005128205128206e-05,0.0875195128205128
Ind117,Gambian,0.7757631025641025,1.0000000000000008e-05,1.028205128205129e-05,0.2242166153846154
Ind118,Gambian,0.7809470512820512,1.0102564102564111e-05,1.0000000000000008e-05,0.2190328461538461
Ind119,Gambian,0.6249523846153847,1.0128205128205136e-05,1.0000000000000008e-05,0.3750274871794872
Ind120,Gambian,0.6592937435897435,0.0037281282051282,1.0000000000000008e-05,0.3369681538461538
Ind121,Gambian,0.6717427948717949,1.0435897435897449e-05,1.0000000000000008e-05,0.3282367692307693
Ind122,Gambian,0.8704180512820512,1.0000000000000008e-05,1.0025641025641036e-05,0.1295619487179487
Ind123,Gambian,0.7942657179487179,1.0000000000000008e-05,1.0000000000000008e-05,0.2057142820512821
Ind124,Gambian,0.7906247948717949,1.0000000000000008e-05,1.0000000000000008e-05,0.2093552051282052
Ind125,Gambian,0.7392283846153846,1.0000000000000008e-05,1.023076923076924e-05,0.2607514102564103
Ind126,Gambian,0.9707622307692308,1.0000000000000008e-05,0.0041608461538461,0.0250669999999999
Ind127,Gambian,0.99997,1.0000000000000008e-05,1.0000000000000008e-05,1.0000000000000008e-05
Ind128,Gambian,0.8699742051282052,1.0000000000000008e-05,1.0000000000000008e-05,0.1300057948717948
Ind129,Gambian,0.9968088205128206,7.86923076923077e-05,1.0000000000000008e-05,0.0031024358974358
Ind130,Gambian,0.7879532307692305,1.0000000000000008e-05,1.0000000000000008e-05,0.2120267692307692
Ind131,Gambian,0.7606976666666666,0.0283077692307692,1.0000000000000008e-05,0.210984641025641
Ind132,Cape Verdean,0.3542561538461539,0.3909957435897434,0.0988725897435897,0.1558753589743589
Ind133,Cape Verdean,0.3640182051282052,0.3824701538461537,0.0890425897435897,0.1644691025641025
Ind134,Cape Verdean,0.552412282051282,0.2496548974358974,0.1383795384615384,0.0595533589743589
Ind135,Cape Verdean,0.6238361794871796,0.1616753333333333,0.0796018461538461,0.1348868205128204
Ind136,Cape Verdean,0.7139855384615384,0.1853196923076922,0.0458922564102564,0.0548025384615384
Ind137,Cape Verdean,0.6083044615384615,0.1969950769230769,0.0448108205128205,0.149889564102564
Ind138,Cape Verdean,0.1612256666666666,0.5258798461538462,0.2736602307692307,0.0392343846153846
Ind139,Cape Verdean,0.3387368974358974,0.4486249230769231,0.0847657948717948,0.127872282051282
Ind140,Cape Verdean,0.199731282051282,0.4789875384615384,0.170953282051282,0.1503277948717949
Ind141,Cape Verdean,0.5535905384615385,0.1780363846153845,0.1016070769230769,0.1667658974358974
Ind142,Cape Verdean,0.6327328717948718,0.1909125897435897,0.0086526153846153,0.1677018974358974
Ind143,Cape Verdean,0.1015691025641025,0.5734945128205126,0.3249264615384615,1.0000000000000008e-05
Ind144,Cape Verdean,0.1912142051282051,0.6403798205128205,0.0560965897435897,0.1123092307692307
Ind145,Cape Verdean,0.1194634615384615,0.493144282051282,0.2865691538461538,0.1008229999999999
Ind146,Cape Verdean,0.1463866153846153,0.6693409230769228,0.1294085897435897,0.0548636923076923
Ind147,Cape Verdean,0.6445362564102566,0.1767231538461538,0.0785635128205128,0.1001771538461538
Ind148,Cape Verdean,0.5687802820512821,0.1709728461538461,0.0543718205128205,0.2058750256410256
Ind149,Cape Verdean,0.5469325128205127,0.2373928461538461,0.1149765641025641,0.1006978974358974
Ind150,Cape Verdean,0.5147458461538462,0.2737122051282051,1.0000000000000008e-05,0.2115319487179487
Ind151,Cape Verdean,0.5873666153846153,0.2204394358974359,1.0000000000000008e-05,0.1921839743589744
Ind152,Cape Verdean,0.6268501538461537,0.1937176923076923,1.0000000000000008e-05,0.1794222307692307
Ind153,Cape Verdean,0.5725967435897433,0.1125064358974358,1.0000000000000008e-05,0.3148868717948717
Ind154,Cape Verdean,0.6364092820512821,0.203540717948718,0.1600400512820512,1.0000000000000008e-05
Ind155,Cape Verdean,0.5985105641025643,0.2611021538461537,0.0379620512820512,0.1024251794871794
Ind156,Cape Verdean,0.6185185128205131,0.3571823846153846,1.0000000000000008e-05,0.0242889743589743
Ind157,Cape Verdean,0.482195564102564,0.0603346666666666,0.2073358205128205,0.2501340512820512
Ind158,Cape Verdean,0.6635773846153845,0.1186961794871794,0.0503625641025641,0.1673636923076923
Ind159,Cape Verdean,0.5262763846153845,0.2021495897435896,0.0322828205128205,0.2392912307692307
Ind160,Cape Verdean,0.6223091538461537,0.1849374102564102,1.0000000000000008e-05,0.1927436153846153
Ind161,Cape Verdean,0.594514923076923,0.1076290256410256,0.0939664871794872,0.2038896153846153
Ind162,Cape Verdean,0.5172126923076924,0.2497199743589744,0.0688436666666666,0.1642236923076923
Ind163,Cape Verdean,0.6613072051282048,0.0973268974358974,0.0731259743589744,0.1682398974358974
Ind164,Cape Verdean,0.6392252307692307,0.1313399230769231,0.064462923076923,0.164971923076923
Ind165,Cape Verdean,0.5976159999999999,0.0506983333333333,0.1671103589743589,0.184575282051282
Ind166,Cape Verdean,0.5600697435897438,0.1435119230769231,0.0691567692307692,0.2272615897435897
Ind167,Cape Verdean,0.5684919743589744,0.216674923076923,0.0397823333333333,0.1750506153846154
Ind168,Cape Verdean,0.5266867692307691,0.2037131538461538,1.0000000000000008e-05,0.2695900769230769
Ind169,Cape Verdean,0.6887333333333333,0.1487011794871794,0.050000282051282,0.1125651538461538
Ind170,Cape Verdean,0.5929810769230772,0.219132641025641,1.0000000000000008e-05,0.1878762564102564
Ind171,Cape Verdean,0.6813601025641025,0.1449227179487179,0.060679,0.113038205128205
Ind172,Cape Verdean,0.4772222051282051,0.4562103589743588,1.0000000000000008e-05,0.0665575384615384
Ind173,Cape Verdean,0.6003619999999997,0.1973701538461538,0.0700513333333333,0.1322163846153846
Ind174,Cape Verdean,0.6135642564102561,0.1083153846153845,0.066173641025641,0.2119465897435897
Ind175,Cape Verdean,0.6511759999999999,1.0000000000000008e-05,0.0827443333333333,0.2660694615384615
Ind176,Iberian,1.0282051282051292e-05,0.8694878974358973,0.1304918205128204,1.0000000000000008e-05
Ind177,Iberian,0.0045239487179487,0.8143361538461542,0.1811299487179487,1.0000000000000008e-05
Ind178,Iberian,1.0000000000000008e-05,0.9061826410256412,0.093797282051282,1.005128205128206e-05
Ind179,Iberian,1.0000000000000008e-05,0.99997,1.0000000000000008e-05,1.0000000000000008e-05
Ind180,Iberian,1.0000000000000008e-05,0.8908928461538462,0.1090871538461538,1.0000000000000008e-05
Ind181,Iberian,1.0000000000000008e-05,0.8635900512820512,0.1363899487179487,1.0000000000000008e-05
Ind182,Iberian,1.0102564102564111e-05,0.9055429230769232,0.0944369743589743,1.0000000000000008e-05
Ind183,Iberian,1.0000000000000008e-05,0.8688327692307692,0.1311472307692308,1.0000000000000008e-05
Ind184,Iberian,1.0179487179487189e-05,0.8270993076923076,0.1728805128205128,1.0000000000000008e-05
Ind185,Iberian,1.0000000000000008e-05,0.7560905384615383,0.2438894615384615,1.0000000000000008e-05
Ind186,Iberian,1.0000000000000008e-05,0.99997,1.0000000000000008e-05,1.0000000000000008e-05
Ind187,Iberian,1.0102564102564111e-05,0.9457305384615384,0.0542493589743589,1.0000000000000008e-05
Ind188,Iberian,1.0076923076923083e-05,0.8859910769230768,0.1139888205128205,1.0000000000000008e-05
Ind189,Iberian,1.0000000000000008e-05,0.9203331794871796,0.0796468205128205,1.0000000000000008e-05
Ind190,Iberian,1.0000000000000008e-05,0.9999697948717948,1.0205128205128217e-05,1.0000000000000008e-05
Ind191,Iberian,1.0000000000000008e-05,0.9597843589743592,0.040195641025641,1.0000000000000008e-05
Ind192,Iberian,1.0000000000000008e-05,0.8748324358974359,0.1251475641025641,1.0000000000000008e-05
Ind193,Iberian,1.0205128205128212e-05,0.8920843846153848,0.1078954102564102,1.0000000000000008e-05
Ind194,Iberian,1.0000000000000008e-05,0.7856538974358973,0.1904698205128205,0.023866282051282
Ind195,Iberian,1.0000000000000008e-05,0.821308564102564,0.1786712307692308,1.0205128205128212e-05
Ind196,Iberian,1.0000000000000008e-05,0.9197994358974356,0.080180564102564,1.0000000000000008e-05
Ind197,Iberian,1.0000000000000008e-05,0.9123648974358974,0.087614923076923,1.0153846153846162e-05
Ind198,Iberian,1.0000000000000008e-05,0.7943433846153847,0.2056366153846153,1.0000000000000008e-05
Ind199,Iberian,1.0000000000000008e-05,0.7577339999999998,0.242246,1.0000000000000008e-05
Ind200,Iberian,1.0000000000000008e-05,0.8741858461538462,0.1257939487179487,1.0205128205128217e-05
Ind201,Iberian,1.0000000000000008e-05,0.8714279487179488,0.1285520512820512,1.0000000000000008e-05
Ind202,Iberian,1.0000000000000008e-05,0.8432635897435897,0.1567164102564102,1.0000000000000008e-05
Ind203,Iberian,1.0000000000000008e-05,0.7731846410256411,0.2267953589743588,1.0000000000000008e-05
Ind204,Iberian,1.0153846153846164e-05,0.887868794871795,0.1121110512820512,1.0000000000000008e-05
Ind205,Iberian,1.023076923076924e-05,0.8177340256410256,0.1822457435897436,1.0000000000000008e-05
Ind206,Iberian,1.0000000000000008e-05,0.9125427692307688,0.0874372307692307,1.0000000000000008e-05
Ind207,Iberian,0.0051258717948717,0.8757144102564103,0.119149641025641,1.0000000000000008e-05
Ind208,Iberian,1.0000000000000008e-05,0.8908680000000002,0.109112,1.0000000000000008e-05
Ind209,Iberian,1.0000000000000008e-05,0.8132694102564102,0.1867105897435896,1.0000000000000008e-05
Ind210,Iberian,1.0000000000000008e-05,0.9417299743589744,0.0582500256410256,1.0000000000000008e-05
Ind211,Iberian,1.0000000000000008e-05,0.8095059230769232,0.1904740769230768,1.0000000000000008e-05
Ind212,Iberian,1.0000000000000008e-05,0.9761411794871792,0.0238387692307692,1.005128205128206e-05
Ind213,Iberian,1.0153846153846162e-05,0.9846698974358972,0.0153099743589743,1.0000000000000008e-05
Ind214,Iberian,1.0000000000000008e-05,0.9417382564102568,0.0582417435897435,1.0000000000000008e-05
Ind215,Iberian,1.0000000000000008e-05,0.8974160512820512,0.1025639487179487,1.0000000000000008e-05
Ind216,Iberian,1.0000000000000008e-05,0.7696674615384616,0.2303125384615384,1.0000000000000008e-05
Ind217,Iberian,1.0000000000000008e-05,0.8073307692307693,0.1926492307692308,1.0000000000000008e-05
Ind218,Iberian,0.0409840769230769,0.9589959230769228,1.0000000000000008e-05,1.0000000000000008e-05
Ind219,Iberian,0.027402923076923,0.9689483846153848,1.0179487179487189e-05,0.0036385128205128
Ind220,Iberian,1.0000000000000008e-05,0.7018413076923075,0.2981386923076923,1.0000000000000008e-05
Ind221,Iberian,1.0000000000000008e-05,0.9186262307692308,0.0813537692307692,1.0000000000000008e-05
Ind222,Iberian,0.0144814871794871,0.7648368461538461,0.2206716410256409,1.0000000000000008e-05
Ind223,Iberian,0.0212536153846153,0.9366460512820514,0.033374923076923,0.0087253846153846
Ind224,Iberian,1.0000000000000008e-05,0.7719373076923075,0.2280426923076923,1.0000000000000008e-05
Ind225,Iberian,1.0000000000000008e-05,0.7409666410256409,0.259013358974359,1.0000000000000008e-05
Ind226,Iberian,1.0000000000000008e-05,0.8688614102564101,0.1311183589743589,1.023076923076924e-05
Ind227,Iberian,1.0000000000000008e-05,0.8607367179487178,0.139243282051282,1.0000000000000008e-05
Ind228,Iberian,1.0000000000000008e-05,0.9569431025641024,0.0430368974358974,1.0000000000000008e-05
Ind229,Iberian,1.0000000000000008e-05,0.9226893589743588,0.077290641025641,1.0000000000000008e-05
Ind230,Iberian,1.0000000000000008e-05,0.9056076923076924,0.0943723076923076,1.0000000000000008e-05
Ind231,Iberian,1.0000000000000008e-05,0.8738205897435899,0.1261594102564102,1.0000000000000008e-05
Ind232,Iberian,1.0000000000000008e-05,0.9210405128205128,0.0789394871794871,1.0000000000000008e-05
Ind233,Iberian,1.0000000000000008e-05,0.8348833076923073,0.1650966923076922,1.0000000000000008e-05
Ind234,Iberian,0.0028750769230769,0.8663598461538464,0.1307551282051282,1.0000000000000008e-05
Ind235,Iberian,1.0000000000000008e-05,0.7572923333333332,0.2426876666666667,1.0000000000000008e-05
Ind236,Iberian,0.0233845128205128,0.942484692307692,0.0341207435897436,1.0000000000000008e-05
Ind237,Iberian,0.0245195897435897,0.97546041025641,1.0000000000000008e-05,1.0000000000000008e-05
Ind238,Iberian,1.0000000000000008e-05,0.911061282051282,0.0791578974358974,0.0097708461538461
Ind239,Iberian,1.0000000000000008e-05,0.9966605384615383,1.0000000000000008e-05,0.0033194615384615
Ind240,Iberian,1.0000000000000008e-05,0.99997,1.0000000000000008e-05,1.0000000000000008e-05
Ind241,Iberian,1.0000000000000008e-05,0.99997,1.0000000000000008e-05,1.0000000000000008e-05
Ind242,Iberian,1.0000000000000008e-05,0.7660376153846153,0.233942205128205,1.017948717948719e-05
Ind243,Iberian,1.0000000000000008e-05,0.8758954615384614,0.1179035128205127,0.0061911025641025
Ind244,Iberian,1.0000000000000008e-05,0.8581752564102562,0.1418046923076923,1.005128205128206e-05
Ind245,Iberian,1.0179487179487189e-05,0.8299174615384619,0.1700623846153846,1.0000000000000008e-05
Ind246,Iberian,0.0036770769230769,0.8280592307692307,0.1682536923076922,1.0000000000000008e-05
Ind247,Iberian,1.0000000000000008e-05,0.974214974358974,0.025764923076923,1.012820512820514e-05
Ind248,Iberian,1.0000000000000008e-05,0.924437512820513,0.0755424871794871,1.0000000000000008e-05
Ind249,Iberian,1.0000000000000008e-05,0.8785825897435899,0.1213974102564102,1.0000000000000008e-05
Ind250,Iberian,1.0000000000000008e-05,0.9808513333333332,0.0191285641025641,1.0102564102564111e-05
Ind251,Iberian,0.0022045128205128,0.921567307692308,0.0762182307692307,1.0000000000000008e-05
Ind252,Iberian,1.0000000000000008e-05,0.9281600769230768,0.071819923076923,1.0000000000000008e-05
Ind253,Iberian,1.0000000000000008e-05,0.880686282051282,0.1192937179487179,1.0000000000000008e-05
Ind254,Iberian,1.005128205128206e-05,0.858755717948718,0.1412242307692307,1.0000000000000008e-05
Ind255,Iberian,1.0000000000000008e-05,0.9559680512820512,0.0440119487179487,1.0000000000000008e-05
Ind256,Iberian,1.0000000000000008e-05,0.9999698205128204,1.0179487179487189e-05,1.0000000000000008e-05
Ind257,Iberian,1.0000000000000008e-05,0.974393153846154,0.0255865897435897,1.0256410256410264e-05
Ind258,Iberian,1.0000000000000008e-05,0.8639193333333332,0.1360606666666666,1.0000000000000008e-05
Ind259,Iberian,1.0000000000000008e-05,0.7878230256410256,0.2121569743589744,1.0000000000000008e-05
Ind260,Iberian,1.0000000000000008e-05,0.8469750000000001,0.153005,1.0000000000000008e-05
Ind261,Iberian,1.0000000000000008e-05,0.8508769230769232,0.1491028461538461,1.0205128205128217e-05
Ind262,Iberian,1.0000000000000008e-05,0.8651143589743587,0.134865641025641,1.0000000000000008e-05
Ind263,Iberian,1.0000000000000008e-05,0.8249721794871795,0.1750078205128205,1.0000000000000008e-05
Ind264,Iberian,1.0000000000000008e-05,0.8390379743589744,0.1609420256410256,1.0000000000000008e-05
Ind265,Iberian,1.0000000000000008e-05,0.9413732307692309,0.0586067692307692,1.0000000000000008e-05
Ind266,Iberian,1.0025641025641032e-05,0.8242205897435898,0.1757593846153846,1.0000000000000008e-05
Ind267,Iberian,1.0000000000000008e-05,0.8184204615384613,0.1815595384615384,1.0000000000000008e-05
Ind268,Iberian,1.0000000000000008e-05,0.6985566153846152,0.3014233846153847,1.0000000000000008e-05
Ind269,Iberian,1.0000000000000008e-05,0.6851432564102563,0.3148367435897437,1.0000000000000008e-05
Ind270,Iberian,1.0000000000000008e-05,0.7017087948717948,0.2982710769230769,1.0128205128205136e-05
Ind271,Iberian,1.0000000000000008e-05,0.7486708717948718,0.2513091282051282,1.0000000000000008e-05
Ind272,Iberian,1.0000000000000008e-05,0.8679207435897437,0.1320592564102564,1.0000000000000008e-05
Ind273,Iberian,1.0179487179487189e-05,0.8023950769230767,0.1975847435897436,1.0000000000000008e-05
