name,Population,Cluster1,Cluster2
Ind162,Cape Verdean,0.6849519999999996,0.3150480000000004
Ind163,Cape Verdean,0.8298600199999993,0.1701399799999999
Ind164,Cape Verdean,0.8050289999999997,0.194971
Ind165,Cape Verdean,0.7804450000000002,0.2195549999999998
Ind166,Cape Verdean,0.7887869999999996,0.211213
Ind167,Cape Verdean,0.74680108,0.2531989200000002
Ind168,Cape Verdean,0.80063062,0.19936938
Ind169,Cape Verdean,0.8027060200000004,0.19729398
Ind170,Cape Verdean,0.7857030000000002,0.2142970000000001
Ind171,Cape Verdean,0.7957269599999997,0.20427304
Ind172,Cape Verdean,0.55149242,0.44850758
Ind173,Cape Verdean,0.7344420000000006,0.2655580000000002
Ind174,Cape Verdean,0.8262580000000002,0.1737419999999999
Ind175,Cape Verdean,0.91639,0.08361
Ind176,Iberian,0.01580818,0.98419182
Ind177,Iberian,0.0220210399999999,0.9779789599999996
Ind178,Iberian,1.0000000000000013e-05,0.999989999999999
Ind179,Iberian,0.00406214,0.9959378600000006
Ind180,Iberian,0.00586828,0.9941317200000002
Ind181,Iberian,1.0000000000000013e-05,0.999989999999999
Ind182,Iberian,0.0178059999999999,0.982194
Ind183,Iberian,1.0000000000000013e-05,0.999989999999999
Ind184,Iberian,1.0000000000000013e-05,0.999989999999999
Ind185,Iberian,1.0000000000000013e-05,0.999989999999999
Ind186,Iberian,1.0000000000000013e-05,0.999989999999999
Ind187,Iberian,1.0000000000000013e-05,0.999989999999999
Ind188,Iberian,1.0000000000000013e-05,0.999989999999999
Ind189,Iberian,1.0000000000000013e-05,0.999989999999999
Ind190,Iberian,1.0000000000000013e-05,0.999989999999999
Ind191,Iberian,1.0000000000000013e-05,0.999989999999999
Ind192,Iberian,0.00042416,0.9995758399999992
Ind193,Iberian,0.01607298,0.9839270200000008
Ind194,Iberian,0.03251812,0.967481879999999
Ind195,Iberian,0.0117994599999999,0.9882005399999996
Ind196,Iberian,0.01812298,0.9818770199999992
Ind197,Iberian,0.0158060599999999,0.9841939400000004
Ind198,Iberian,0.0049349599999999,0.9950650399999992
Ind199,Iberian,1.0000000000000013e-05,0.999989999999999
Ind200,Iberian,0.01856,0.9814399999999992
Ind201,Iberian,0.01549124,0.9845087600000008
Ind202,Iberian,1.0000000000000013e-05,0.999989999999999
Ind203,Iberian,1.0000000000000013e-05,0.999989999999999
Ind204,Iberian,1.0000000000000013e-05,0.999989999999999
Ind205,Iberian,1.0000000000000013e-05,0.999989999999999
Ind206,Iberian,0.00663508,0.9933649199999992
Ind207,Iberian,0.0269990399999999,0.9730009599999988
Ind208,Iberian,1.0000000000000013e-05,0.999989999999999
Ind209,Iberian,1.0000000000000013e-05,0.999989999999999
Ind210,Iberian,0.00975508,0.9902449200000008
Ind211,Iberian,0.00151606,0.9984839399999996
Ind212,Iberian,0.01063282,0.9893671800000003
Ind213,Iberian,0.022317,0.9776829999999994
Ind214,Iberian,0.01325918,0.9867408200000004
Ind215,Iberian,0.0066710599999999,0.9933289400000004
Ind216,Iberian,1.0000000000000013e-05,0.999989999999999
Ind217,Iberian,0.01336024,0.9866397600000004
Ind218,Iberian,0.05777598,0.9422240200000008
Ind219,Iberian,0.0478099999999999,0.9521900000000012
Ind220,Iberian,1.0000000000000013e-05,0.999989999999999
Ind221,Iberian,1.0000000000000013e-05,0.999989999999999
Ind222,Iberian,0.02800194,0.9719980599999992
Ind223,Iberian,0.0459800199999999,0.95401998
Ind224,Iberian,1.0000000000000013e-05,0.999989999999999
Ind225,Iberian,1.0000000000000013e-05,0.999989999999999
Ind226,Iberian,1.0000000000000013e-05,0.999989999999999
Ind227,Iberian,1.0000000000000013e-05,0.999989999999999
Ind228,Iberian,1.0000000000000013e-05,0.999989999999999
Ind229,Iberian,1.0000000000000013e-05,0.999989999999999
Ind230,Iberian,1.0000000000000013e-05,0.999989999999999
Ind231,Iberian,1.0000000000000013e-05,0.999989999999999
Ind232,Iberian,1.0000000000000013e-05,0.999989999999999
Ind233,Iberian,1.0000000000000013e-05,0.999989999999999
Ind234,Iberian,0.0245419599999999,0.9754580400000008
Ind235,Iberian,0.0053207799999999,0.9946792199999996
Ind236,Iberian,0.0413350399999999,0.9586649600000012
Ind237,Iberian,0.04272616,0.957273839999999
Ind238,Iberian,0.0255659799999999,0.9744340200000003
Ind239,Iberian,0.0244503,0.9755496999999996
Ind240,Iberian,1.0000000000000013e-05,0.999989999999999
Ind241,Iberian,1.0000000000000013e-05,0.999989999999999
Ind242,Iberian,0.0153800599999999,0.9846199399999996
Ind243,Iberian,0.0239610399999999,0.97603896
Ind244,Iberian,0.01472678,0.9852732199999994
Ind245,Iberian,0.0025801199999999,0.997419879999999
Ind246,Iberian,0.0237289799999999,0.9762710199999992
Ind247,Iberian,0.02245216,0.9775478399999994
Ind248,Iberian,1.0000000000000013e-05,0.999989999999999
Ind249,Iberian,1.0000000000000013e-05,0.999989999999999
Ind250,Iberian,0.0024910399999999,0.9975089600000004
Ind251,Iberian,0.02374002,0.9762599800000012
Ind252,Iberian,0.00018406,0.9998159400000008
Ind253,Iberian,1.0000000000000013e-05,0.999989999999999
Ind254,Iberian,1.0000000000000013e-05,0.999989999999999
Ind255,Iberian,0.0222660199999999,0.97773398
Ind256,Iberian,0.0164849999999999,0.9835149999999993
Ind257,Iberian,0.016668,0.9833319999999992
Ind258,Iberian,1.0000000000000013e-05,0.999989999999999
Ind259,Iberian,1.0000000000000013e-05,0.999989999999999
Ind260,Iberian,0.0049018999999999,0.9950980999999992
Ind261,Iberian,1.0000000000000013e-05,0.999989999999999
Ind262,Iberian,1.0000000000000013e-05,0.999989999999999
Ind263,Iberian,1.0000000000000013e-05,0.999989999999999
Ind264,Iberian,1.0000000000000013e-05,0.999989999999999
Ind265,Iberian,1.0000000000000013e-05,0.999989999999999
Ind266,Iberian,0.017557,0.9824430000000012
Ind267,Iberian,0.0001676199999999,0.99983238
Ind268,Iberian,1.0000000000000013e-05,0.999989999999999
Ind269,Iberian,1.0000000000000013e-05,0.999989999999999
Ind270,Iberian,1.0000000000000013e-05,0.999989999999999
Ind271,Iberian,1.0000000000000013e-05,0.999989999999999
Ind272,Iberian,0.0096283,0.9903717000000004
Ind273,Iberian,1.0000000000000013e-05,0.999989999999999
Ind274,Iberian,1.0000000000000013e-05,0.999989999999999
Ind275,Iberian,1.0000000000000013e-05,0.999989999999999
Ind276,Iberian,1.0000000000000013e-05,0.999989999999999
Ind277,Iberian,0.0125183999999999,0.9874816
Ind278,Iberian,0.01548398,0.9845160199999996
Ind279,Iberian,1.0000000000000013e-05,0.999989999999999
Ind280,Iberian,0.00077804,0.9992219600000009
Ind281,Iberian,0.01047102,0.9895289799999992
Ind282,Iberian,0.02834196,0.9716580399999996
Ind283,French,1.0000000000000013e-05,0.999989999999999
Ind284,French,1.0000000000000013e-05,0.999989999999999
Ind285,French,1.0000000000000013e-05,0.999989999999999
Ind286,French,1.0000000000000013e-05,0.999989999999999
Ind287,French,1.0000000000000013e-05,0.999989999999999
Ind288,French,1.0000000000000013e-05,0.999989999999999
Ind289,French,1.0000000000000013e-05,0.999989999999999
Ind290,French,1.0000000000000013e-05,0.999989999999999
Ind291,French,1.0000000000000013e-05,0.999989999999999
Ind292,French,1.0000000000000013e-05,0.999989999999999
Ind293,French,1.0000000000000013e-05,0.999989999999999
Ind294,French,1.0000000000000013e-05,0.999989999999999
Ind295,French,1.0000000000000013e-05,0.999989999999999
Ind296,French,1.0000000000000013e-05,0.999989999999999
Ind297,French,1.0000000000000013e-05,0.999989999999999
Ind298,French,1.0000000000000013e-05,0.999989999999999
Ind299,French,1.0000000000000013e-05,0.999989999999999
Ind300,French,1.0000000000000013e-05,0.999989999999999
Ind301,French,1.0000000000000013e-05,0.999989999999999
Ind302,French,1.0000000000000013e-05,0.999989999999999
Ind303,French,1.0000000000000013e-05,0.999989999999999
Ind304,French,1.0000000000000013e-05,0.999989999999999
Ind305,French,1.0000000000000013e-05,0.999989999999999
Ind306,French,1.0000000000000013e-05,0.999989999999999
Ind307,French,1.0000000000000013e-05,0.999989999999999
Ind308,French,1.0000000000000013e-05,0.999989999999999
Ind309,French,1.0000000000000013e-05,0.999989999999999
Ind310,French,1.0000000000000013e-05,0.999989999999999
Ind311,British,1.0000000000000013e-05,0.999989999999999
Ind312,British,1.0000000000000013e-05,0.999989999999999
Ind313,British,1.0000000000000013e-05,0.999989999999999
Ind314,British,1.0000000000000013e-05,0.999989999999999
Ind315,British,1.0000000000000013e-05,0.999989999999999
Ind316,British,1.0000000000000013e-05,0.999989999999999
Ind317,British,1.0000000000000013e-05,0.999989999999999
Ind318,British,1.0000000000000013e-05,0.999989999999999
Ind319,British,1.0000000000000013e-05,0.999989999999999
Ind320,British,1.0000000000000013e-05,0.999989999999999
Ind321,British,1.0000000000000013e-05,0.999989999999999
Ind322,British,1.0000000000000013e-05,0.999989999999999
Ind323,British,1.0000000000000013e-05,0.999989999999999
Ind324,British,1.0000000000000013e-05,0.999989999999999
Ind325,British,1.0000000000000013e-05,0.999989999999999
Ind326,British,1.0000000000000013e-05,0.999989999999999
Ind327,British,1.0000000000000013e-05,0.999989999999999
Ind328,British,1.0000000000000013e-05,0.999989999999999
Ind329,British,1.0000000000000013e-05,0.999989999999999
Ind330,British,1.0000000000000013e-05,0.999989999999999
Ind331,British,1.0000000000000013e-05,0.999989999999999
Ind332,British,1.0000000000000013e-05,0.999989999999999
Ind333,British,1.0000000000000013e-05,0.999989999999999
Ind334,British,1.0000000000000013e-05,0.999989999999999
Ind335,British,1.0000000000000013e-05,0.999989999999999
Ind336,British,1.0000000000000013e-05,0.999989999999999
Ind337,British,1.0000000000000013e-05,0.999989999999999
Ind338,British,1.0000000000000013e-05,0.999989999999999
Ind339,British,1.0000000000000013e-05,0.999989999999999
Ind340,British,1.0000000000000013e-05,0.999989999999999
Ind341,British,1.0000000000000013e-05,0.999989999999999
Ind342,British,1.0000000000000013e-05,0.999989999999999
Ind343,British,1.0000000000000013e-05,0.999989999999999
Ind344,British,1.0000000000000013e-05,0.999989999999999
Ind345,British,1.0000000000000013e-05,0.999989999999999
Ind346,British,1.0000000000000013e-05,0.999989999999999
Ind347,British,1.0000000000000013e-05,0.999989999999999
Ind348,British,1.0000000000000013e-05,0.999989999999999
Ind349,British,1.0000000000000013e-05,0.999989999999999
Ind350,British,1.0000000000000013e-05,0.999989999999999
Ind351,British,1.0000000000000013e-05,0.999989999999999
Ind352,British,1.0000000000000013e-05,0.999989999999999
Ind353,British,1.0000000000000013e-05,0.999989999999999
Ind354,British,1.0000000000000013e-05,0.999989999999999
Ind355,British,1.0000000000000013e-05,0.999989999999999
Ind356,British,1.0000000000000013e-05,0.999989999999999
Ind357,British,1.0000000000000013e-05,0.999989999999999
Ind358,British,1.0000000000000013e-05,0.999989999999999
Ind359,British,1.0000000000000013e-05,0.999989999999999
Ind360,British,1.0000000000000013e-05,0.999989999999999
Ind361,British,1.0000000000000013e-05,0.999989999999999
Ind362,British,1.0000000000000013e-05,0.999989999999999
Ind363,British,1.0000000000000013e-05,0.999989999999999
Ind364,British,1.0000000000000013e-05,0.999989999999999
Ind365,British,1.0000000000000013e-05,0.999989999999999
Ind366,British,1.0000000000000013e-05,0.999989999999999
Ind367,British,1.0000000000000013e-05,0.999989999999999
Ind368,British,1.0000000000000013e-05,0.999989999999999
Ind369,British,1.0000000000000013e-05,0.999989999999999
Ind370,British,1.0000000000000013e-05,0.999989999999999
Ind371,British,1.0000000000000013e-05,0.999989999999999
Ind372,British,1.0000000000000013e-05,0.999989999999999
Ind373,British,1.0000000000000013e-05,0.999989999999999
Ind374,British,1.0000000000000013e-05,0.999989999999999
Ind375,British,1.0000000000000013e-05,0.999989999999999
Ind376,British,1.0000000000000013e-05,0.999989999999999
Ind377,British,1.0000000000000013e-05,0.999989999999999
Ind378,British,1.0000000000000013e-05,0.999989999999999
Ind379,British,1.0000000000000013e-05,0.999989999999999
Ind380,British,1.0000000000000013e-05,0.999989999999999
Ind381,British,1.0000000000000013e-05,0.999989999999999
Ind382,British,1.0000000000000013e-05,0.999989999999999
Ind383,British,1.0000000000000013e-05,0.999989999999999
Ind384,British,1.0000000000000013e-05,0.999989999999999
Ind385,British,1.0000000000000013e-05,0.999989999999999
Ind386,British,1.0000000000000013e-05,0.999989999999999
Ind387,British,1.0000000000000013e-05,0.999989999999999
Ind388,British,1.0000000000000013e-05,0.999989999999999
Ind389,British,1.0000000000000013e-05,0.999989999999999
Ind390,British,1.0000000000000013e-05,0.999989999999999
Ind391,British,1.0000000000000013e-05,0.999989999999999
Ind392,British,1.0000000000000013e-05,0.999989999999999
Ind393,British,1.0000000000000013e-05,0.999989999999999
Ind394,British,1.0000000000000013e-05,0.999989999999999
Ind395,British,1.0000000000000013e-05,0.999989999999999
Ind396,British,1.0000000000000013e-05,0.999989999999999
Ind397,British,1.0000000000000013e-05,0.999989999999999
Ind398,British,1.0000000000000013e-05,0.999989999999999
Ind399,British,1.0000000000000013e-05,0.999989999999999
